G_Assignment_Layered.R_Assignment_LCW.Grouping_Greedy,47,47,48,47,48,47,48,48,47,47,47,48,48,47,47,47,48,47,48,48,48,48,47,48,48,48,48,47,47,48,47,47,48,47,48,48,48,47,47,48,47,47,48,48,47,46,48,47,47,48,46,47,48,48,48,48,47,48,47,47,48,47,47,48,48,48,47,49,47,48,48,48,48,48,47,47,47,47,47,48,48,48,48,46,48,48,48,48,48,46,48,48,48,47,47,47,47,48,48,47,
G_Assignment_Layered.R_Assignment_LSP.Grouping_Greedy,47,47,48,47,48,47,48,48,47,47,47,48,48,47,47,47,48,47,48,48,48,48,47,48,48,48,48,47,47,48,47,47,48,47,48,48,48,47,47,48,47,47,48,48,47,46,48,47,47,48,46,47,48,48,48,48,47,48,47,47,48,47,47,48,48,48,47,49,47,48,48,48,48,48,47,47,47,47,47,48,48,48,48,46,48,48,48,48,48,46,48,48,48,47,47,47,47,48,48,47,
G_Assignment_Simple.R_Assignment_LCW.Grouping_Greedy,47,47,48,47,48,47,48,49,47,47,47,48,49,48,48,47,48,47,48,48,48,48,47,48,48,48,48,48,47,49,47,47,48,48,48,47,48,47,48,47,48,47,48,48,47,47,48,48,46,48,46,47,47,48,48,48,47,48,47,47,48,48,47,48,48,48,48,49,47,47,48,48,48,49,47,48,47,47,47,47,48,48,47,46,48,48,48,48,48,46,48,48,47,47,48,47,47,48,48,47,
G_Assignment_Simple.R_Assignment_LSP.Grouping_Greedy,47,47,48,47,48,47,48,49,47,47,47,48,49,48,48,47,48,47,48,48,48,48,47,48,48,48,48,48,47,49,47,47,48,48,48,47,48,47,48,47,48,47,48,48,47,47,48,48,46,48,46,47,47,48,48,48,47,48,47,47,48,48,47,48,48,48,48,49,47,47,48,48,48,49,47,48,47,47,47,47,48,48,47,46,48,48,48,48,48,46,48,48,47,47,48,47,47,48,48,47,
R_Assignment_LCW.G_Assignment_Layered.Grouping_Greedy,46,46,48,47,47,47,47,46,46,46,46,47,46,47,47,48,47,46,46,45,47,46,46,46,46,47,47,48,48,47,46,46,46,48,48,46,47,46,47,47,47,46,46,46,47,46,47,47,47,48,45,46,46,47,47,48,47,47,47,47,46,48,45,47,46,48,46,46,47,47,46,46,47,48,47,47,47,47,47,46,46,46,47,46,46,46,47,46,46,46,47,46,47,46,47,47,46,46,46,46,
R_Assignment_LCW.G_Assignment_Simple.Grouping_Greedy,45,45,47,45,46,45,46,44,45,45,46,47,45,46,47,48,47,46,45,45,46,46,46,46,46,47,47,48,48,46,46,45,46,47,47,46,46,45,47,46,46,45,45,45,46,46,46,44,45,48,45,46,45,46,46,47,47,46,46,47,46,47,45,46,46,46,45,46,45,47,46,46,46,47,46,46,46,45,46,46,46,46,46,46,46,46,47,46,45,45,47,46,46,46,47,46,45,46,46,46,
R_Assignment_LSP.G_Assignment_Layered.Grouping_Greedy,47,46,47,47,47,47,46,47,46,47,47,47,47,47,47,47,47,46,46,46,46,46,46,46,47,47,46,48,47,47,46,45,46,47,48,46,46,46,47,46,47,47,47,46,46,47,48,45,46,47,47,46,47,47,47,48,47,46,47,46,47,47,46,47,46,46,46,47,47,46,47,47,47,47,47,46,46,46,46,46,46,46,46,46,47,47,47,48,47,46,47,46,46,46,47,46,46,48,47,46,
R_Assignment_LSP.G_Assignment_Simple.Grouping_Greedy,46,45,47,47,47,46,46,46,46,46,46,46,47,47,46,47,47,46,46,46,45,46,46,46,46,47,46,47,46,47,45,44,46,46,47,46,46,44,46,46,46,46,45,44,46,45,47,45,45,45,45,45,45,46,46,47,46,45,46,46,46,47,46,46,44,46,44,45,45,46,47,45,46,47,47,46,46,46,45,45,44,46,46,44,45,46,46,47,47,46,46,46,46,45,47,46,46,46,46,46,
