G_Assignment_Layered.R_Assignment_LCW.Grouping_Greedy,2.65901,0.0106726
G_Assignment_Layered.R_Assignment_LCW.Grouping_Random,3.50525,0.0704006
G_Assignment_Layered.R_Assignment_LSP.Grouping_Greedy,2.24752,0.0115326
G_Assignment_Layered.R_Assignment_LSP.Grouping_Random,2.81301,0.0127582
G_Assignment_Layered.R_Assignment_Random.Grouping_Greedy,2.56262,0.00274962
G_Assignment_Layered.R_Assignment_Random.Grouping_Random,3.6358,0.0013027
G_Assignment_Random.R_Assignment_LCW.Grouping_Greedy,2.66661,0.00831124
G_Assignment_Random.R_Assignment_LCW.Grouping_Random,3.34656,0.00622237
G_Assignment_Random.R_Assignment_LSP.Grouping_Greedy,2.54475,0.0078035
G_Assignment_Random.R_Assignment_LSP.Grouping_Random,3.07661,0.00592648
G_Assignment_Random.R_Assignment_Random.Grouping_Greedy,2.72114,0.00819246
G_Assignment_Random.R_Assignment_Random.Grouping_Random,3.67722,0.0031848
G_Assignment_Simple.R_Assignment_LCW.Grouping_Greedy,2.48529,0.0122071
G_Assignment_Simple.R_Assignment_LCW.Grouping_Random,3.69015,0.0563852
G_Assignment_Simple.R_Assignment_LSP.Grouping_Greedy,2.07754,0.00423646
G_Assignment_Simple.R_Assignment_LSP.Grouping_Random,2.53136,0.00048006
G_Assignment_Simple.R_Assignment_Random.Grouping_Greedy,2.34089,0.000658437
G_Assignment_Simple.R_Assignment_Random.Grouping_Random,4.34357,0.000414757
R_Assignment_LCW.G_Assignment_Layered.Grouping_Greedy,2.96084,0.027549
R_Assignment_LCW.G_Assignment_Layered.Grouping_Random,3.03896,0.000714027
R_Assignment_LCW.G_Assignment_Random.Grouping_Greedy,2.97818,0.0235528
R_Assignment_LCW.G_Assignment_Random.Grouping_Random,3.12542,0.00629051
R_Assignment_LCW.G_Assignment_Simple.Grouping_Greedy,2.86899,0.0235874
R_Assignment_LCW.G_Assignment_Simple.Grouping_Random,3.1717,0.0180547
R_Assignment_LSP.G_Assignment_Layered.Grouping_Greedy,2.07205,0.00362077
R_Assignment_LSP.G_Assignment_Layered.Grouping_Random,2.27822,0.0044138
R_Assignment_LSP.G_Assignment_Random.Grouping_Greedy,2.02369,0.00136159
R_Assignment_LSP.G_Assignment_Random.Grouping_Random,2.33228,0.0108711
R_Assignment_LSP.G_Assignment_Simple.Grouping_Greedy,2.01115,0.000106994
R_Assignment_LSP.G_Assignment_Simple.Grouping_Random,2.2592,0.0159167
R_Assignment_Random.G_Assignment_Layered.Grouping_Greedy,2.67022,0.00255706
R_Assignment_Random.G_Assignment_Layered.Grouping_Random,3.46875,0.0291646
R_Assignment_Random.G_Assignment_Random.Grouping_Greedy,2.81743,0.0132033
R_Assignment_Random.G_Assignment_Random.Grouping_Random,3.93062,0.0228524
R_Assignment_Random.G_Assignment_Simple.Grouping_Greedy,2.53507,0.00226242
R_Assignment_Random.G_Assignment_Simple.Grouping_Random,4.04829,0.00810215
