50,0.7764,0.036
100,0.7809,0.386
150,0.782667,0.436
200,0.7828,0.475
250,0.78232,0.508
300,0.782633,0.525333
350,0.782829,0.557143
400,0.7834,0.598
450,0.782578,0.621778
500,0.78362,0.6344
