50,0.9438,0.264
100,0.9404,0.538
150,0.944467,0.653333
200,0.94335,0.7135
250,0.94488,0.762
300,0.944667,0.788333
350,0.944857,0.818
400,0.944325,0.82725
450,0.943689,0.843778
500,0.94384,0.8548
