1,1.27895,1.26887,1.16134,1.26065,1.14668,1.09558,1.08432,
1,1.75198,1.65399,1.482,1.59745,1.46834,1.31688,1.31139,
1,2.20542,2.00332,1.7572,1.85984,1.73788,1.46157,1.46139,
1,2.62806,2.30369,1.96965,2.15235,1.94655,1.65535,1.65721,
