0,0.252,0.218,0.176,0.184,0.16,0.088,0.086,
0,0.848,0.708,0.588,0.616,0.572,0.356,0.364,
7.10543e-17,1.55,1.25,1.022,1.034,0.998,0.584,0.596,
0,2.32,1.808,1.432,1.56,1.4,0.928,0.936,
