0.003,0.001,0.003,0.002,0.002,0.003,0.008,0.008,0.008,
0.003,0.001,0.003,0.001,0.003,0.001,0.004,0.006,0.009,
0,0.003,0.004,0.002,0.003,0.003,0.001,0.006,0.003,
0,0.005,0.003,0.003,0.004,0.001,0,0.005,0.004,
