0.005,0.003,0.013,0.002,0.006,0.001,0.008,0.021,
0.005,0.008,0.006,0.004,0.002,0.006,0.008,0.017,
0.003,0.005,0.008,0.005,0.006,0.002,0.01,0.018,
0.004,0.004,0.009,0.005,0.007,0.008,0.006,0.016,
