50,0.9532,0
100,0.9521,0.4
150,0.952133,0.530667
200,0.9531,0.606
250,0.95312,0.6608
300,0.953433,0.728
350,0.953143,0.770286
400,0.95305,0.802
450,0.953089,0.809778
500,0.95338,0.8184
