50,0.9514,0
100,0.9511,0.126
150,0.952933,0.370667
200,0.9531,0.506
250,0.95392,0.528
300,0.9535,0.609333
350,0.954143,0.666857
400,0.95375,0.6985
450,0.953667,0.721778
500,0.95264,0.734
