50,0.9532,0
100,0.9521,0.396
150,0.952133,0.469333
200,0.9531,0.572
250,0.95312,0.648
300,0.953433,0.658667
350,0.953143,0.701714
400,0.95305,0.742
450,0.953089,0.744889
500,0.95338,0.7568
