50,0.995,0.804
100,0.9957,0.9
150,0.996133,0.931333
200,0.9962,0.948
250,0.9962,0.9568
300,0.996067,0.963333
350,0.996029,0.967429
400,0.996125,0.9705
450,0.9962,0.972889
500,0.9964,0.9756
