0.1 0.16 0.112 0.11 0.11 0.081 0.115 0.28 
0.092 0.165 0.105 0.095 0.13 0.088 0.122 0.197 
0.096 0.131 0.124 0.094 0.103 0.114 0.104 0.159 
0.084 0.159 0.122 0.079 0.118 0.083 0.114 0.151 
