0.0994987	0.14	0	0.14	0.0994987	0.0994987	0	0.170587	
0	0	0.0994987	0.14	0	0.217945	0.195959	0.195959	
0	0.14	0.170587	0.195959	0.170587	0	0	0.170587	
0.0994987	0.0994987	0	0.0994987	0.14	0.0994987	0	0.0994987	
