50,0.9532,0.108,0
100,0.9521,0.4,0.03
150,0.952133,0.441333,0
200,0.9531,0.525,0.01
250,0.95312,0.5888,0.02
300,0.953433,0.638667,0.02
350,0.953143,0.665143,0.05
400,0.95305,0.677,0.02
450,0.953089,0.695111,0.06
500,0.95338,0.722,0.03
550,0.953491,0.735636,0.07
600,0.953733,0.758,0.06
650,0.953692,0.771077,0.08
700,0.953514,0.790286,0.08
750,0.9536,0.812267,0.03
800,0.953838,0.83125,0.09
850,0.953659,0.835529,0.07
900,0.953644,0.843111,0.07
950,0.953716,0.849053,0.07
1000,0.9537,0.8492,0.06
