20,0.78,0
40,0.755,0.2
60,0.805,0.35
80,0.78375,0.3625
100,0.764,0.4
120,0.784167,0.441667
140,0.787857,0.521429
160,0.790625,0.50625
180,0.787778,0.522222
200,0.784,0.545
220,0.779545,0.559091
240,0.775417,0.55
260,0.790769,0.573077
280,0.785,0.596429
300,0.778667,0.603333
320,0.78875,0.615625
340,0.782353,0.617647
360,0.779444,0.636111
380,0.784211,0.621053
400,0.78525,0.6525
