50,0.7808,0.212
100,0.7773,0.334
150,0.777467,0.450667
200,0.77065,0.5245
250,0.77604,0.5696
300,0.7785,0.611
350,0.7744,0.624857
400,0.77545,0.64675
450,0.774711,0.664444
500,0.77374,0.6756
