50,0.9612,0.602
100,0.9526,0.739
150,0.951267,0.775333
200,0.95165,0.8105
250,0.9518,0.8364
300,0.951733,0.851333
350,0.951286,0.862571
400,0.951325,0.873
450,0.951556,0.879556
500,0.95178,0.884
