50,0.7808,0.212,0
100,0.7773,0.334,0.01
150,0.777467,0.450667,0
200,0.77065,0.5245,0
250,0.77604,0.5696,0
300,0.7785,0.611,0.01
350,0.7744,0.624857,0
400,0.77545,0.64675,0.01
450,0.774711,0.664444,0.02
500,0.77374,0.6756,0.02
550,0.774073,0.685273,0.01
600,0.775367,0.695167,0.01
650,0.776031,0.700615,0
700,0.775186,0.707714,0.02
750,0.775533,0.710533,0.03
800,0.775037,0.712375,0.04
850,0.774435,0.718471,0.03
900,0.776733,0.721222,0.02
950,0.773937,0.721263,0.03
1000,0.77612,0.7257,0.04
